Datetime,Upstream, 
11/09/2025 13:12:47.176,46.94569,
11/09/2025 13:12:47.177,48.41902,
11/09/2025 13:12:47.178,48.41902,
11/09/2025 13:12:47.179,48.41902,
11/09/2025 13:12:47.180,48.41902,
11/09/2025 13:12:47.181,49.923,
11/09/2025 13:12:47.182,49.923,
11/09/2025 13:12:47.183,49.923,
11/09/2025 13:12:47.184,49.923,
11/09/2025 13:12:47.185,51.45507,
11/09/2025 13:12:47.186,51.45507,
11/09/2025 13:12:47.187,51.45507,
11/09/2025 13:12:47.188,51.45507,
11/09/2025 13:12:47.189,53.01778,
11/09/2025 13:12:47.190,53.01778,
11/09/2025 13:12:47.191,53.01778,
11/09/2025 13:12:47.192,53.01778,
11/09/2025 13:12:47.193,54.60093,
11/09/2025 13:12:47.194,54.60093,
11/09/2025 13:12:47.195,54.60093,
11/09/2025 13:12:47.196,54.60093,
11/09/2025 13:12:47.197,56.17131,
11/09/2025 13:12:47.198,56.17131,
11/09/2025 13:12:47.199,56.17131,
11/09/2025 13:12:47.200,56.17131,
11/09/2025 13:12:47.201,57.75191,
11/09/2025 13:12:47.202,57.75191,
11/09/2025 13:12:47.203,57.75191,
11/09/2025 13:12:47.204,57.75191,
11/09/2025 13:12:47.205,59.3555,
11/09/2025 13:12:47.206,59.3555,
11/09/2025 13:12:47.207,59.3555,
11/09/2025 13:12:47.208,59.3555,
11/09/2025 13:12:47.209,60.98718,
11/09/2025 13:12:47.210,60.98718,
11/09/2025 13:12:47.211,60.98718,
11/09/2025 13:12:47.212,60.98718,
11/09/2025 13:12:47.213,62.6444,
11/09/2025 13:12:47.214,62.6444,
11/09/2025 13:12:47.215,62.6444,
11/09/2025 13:12:47.216,62.6444,
11/09/2025 13:12:47.217,64.32716,
11/09/2025 13:12:47.218,64.32716,
11/09/2025 13:12:47.219,64.32716,
11/09/2025 13:12:47.220,64.32716,
11/09/2025 13:12:47.221,66.01758,
11/09/2025 13:12:47.222,66.01758,
11/09/2025 13:12:47.223,66.01758,
11/09/2025 13:12:47.224,66.01758,
11/09/2025 13:12:47.225,67.69524,
11/09/2025 13:12:47.226,67.69524,
11/09/2025 13:12:47.227,67.69524,
11/09/2025 13:12:47.228,67.69524,
11/09/2025 13:12:47.229,69.36013,
11/09/2025 13:12:47.230,69.36013,
11/09/2025 13:12:47.231,69.36013,
11/09/2025 13:12:47.232,69.36013,
11/09/2025 13:12:47.233,71.01227,
11/09/2025 13:12:47.234,71.01227,
11/09/2025 13:12:47.235,71.01227,
11/09/2025 13:12:47.236,71.01227,
11/09/2025 13:12:47.237,72.69249,
11/09/2025 13:12:47.238,72.69249,
11/09/2025 13:12:47.239,72.69249,
11/09/2025 13:12:47.240,72.69249,
11/09/2025 13:12:47.241,74.43912,
11/09/2025 13:12:47.242,74.43912,
11/09/2025 13:12:47.243,74.43912,
11/09/2025 13:12:47.244,74.43912,
11/09/2025 13:12:47.245,76.25214,
11/09/2025 13:12:47.246,76.25214,
11/09/2025 13:12:47.247,76.25214,
11/09/2025 13:12:47.248,76.25214,
11/09/2025 13:12:47.249,78.13156,
11/09/2025 13:12:47.250,78.13156,
11/09/2025 13:12:47.251,78.13156,
11/09/2025 13:12:47.252,78.13156,
11/09/2025 13:12:47.253,80.07227,
11/09/2025 13:12:47.254,80.07227,
11/09/2025 13:12:47.255,80.07227,
11/09/2025 13:12:47.256,80.07227,
11/09/2025 13:12:47.257,82.03852,
11/09/2025 13:12:47.258,82.03852,
11/09/2025 13:12:47.259,82.03852,
11/09/2025 13:12:47.260,82.03852,
11/09/2025 13:12:47.261,83.98689,
11/09/2025 13:12:47.262,83.98689,
11/09/2025 13:12:47.263,83.98689,
11/09/2025 13:12:47.264,83.98689,
11/09/2025 13:12:47.265,85.95316,
11/09/2025 13:12:47.266,85.95316,
11/09/2025 13:12:47.267,85.95316,
11/09/2025 13:12:47.268,85.95316,
11/09/2025 13:12:47.269,87.94496,
11/09/2025 13:12:47.270,87.94496,
11/09/2025 13:12:47.271,87.94496,
11/09/2025 13:12:47.272,87.94496,
11/09/2025 13:12:47.273,89.95975,
11/09/2025 13:12:47.274,89.95975,
11/09/2025 13:12:47.275,89.95975,
11/09/2025 13:12:47.276,89.95975,
11/09/2025 13:12:47.277,92.00009,
11/09/2025 13:12:47.278,92.00009,
11/09/2025 13:12:47.279,92.00009,
11/09/2025 13:12:47.280,92.00009,
11/09/2025 13:12:47.281,94.06597,
11/09/2025 13:12:47.282,94.06597,
11/09/2025 13:12:47.283,94.06597,
11/09/2025 13:12:47.284,94.06597,
11/09/2025 13:12:47.285,96.1242,
11/09/2025 13:12:47.286,96.1242,
11/09/2025 13:12:47.287,96.1242,
11/09/2025 13:12:47.288,96.1242,
11/09/2025 13:12:47.289,98.16966,
11/09/2025 13:12:47.290,98.16966,
11/09/2025 13:12:47.291,98.16966,
11/09/2025 13:12:47.292,98.16966,
11/09/2025 13:12:47.293,100.23811,
11/09/2025 13:12:47.294,100.23811,
11/09/2025 13:12:47.295,100.23811,
11/09/2025 13:12:47.296,100.23811,
11/09/2025 13:12:47.297,102.33212,
11/09/2025 13:12:47.298,102.33212,
11/09/2025 13:12:47.299,102.33212,
11/09/2025 13:12:47.300,102.33212,
11/09/2025 13:12:47.301,104.44655,
11/09/2025 13:12:47.302,104.44655,
11/09/2025 13:12:47.303,104.44655,
11/09/2025 13:12:47.304,104.44655,
11/09/2025 13:12:47.305,106.58907,
11/09/2025 13:12:47.306,106.58907,
11/09/2025 13:12:47.307,106.58907,
11/09/2025 13:12:47.308,106.58907,
11/09/2025 13:12:47.309,108.74438,
11/09/2025 13:12:47.310,108.74438,
11/09/2025 13:12:47.311,108.74438,
11/09/2025 13:12:47.312,108.74438,
11/09/2025 13:12:47.313,110.88692,
11/09/2025 13:12:47.314,110.88692,
11/09/2025 13:12:47.315,110.88692,
11/09/2025 13:12:47.316,110.88692,
11/09/2025 13:12:47.317,113.02692,
11/09/2025 13:12:47.318,113.02692,
11/09/2025 13:12:47.319,113.02692,
11/09/2025 13:12:47.320,113.02692,
11/09/2025 13:12:47.321,115.19247,
11/09/2025 13:12:47.322,115.19247,
11/09/2025 13:12:47.323,115.19247,
11/09/2025 13:12:47.324,115.19247,
11/09/2025 13:12:47.325,117.38355,
11/09/2025 13:12:47.326,117.38355,
11/09/2025 13:12:47.327,117.38355,
11/09/2025 13:12:47.328,117.38355,
11/09/2025 13:12:47.329,119.59763,
11/09/2025 13:12:47.330,119.59763,
11/09/2025 13:12:47.331,119.59763,
11/09/2025 13:12:47.332,119.59763,
11/09/2025 13:12:47.333,121.8347,
11/09/2025 13:12:47.334,121.8347,
11/09/2025 13:12:47.335,121.8347,
11/09/2025 13:12:47.336,121.8347,
11/09/2025 13:12:47.337,124.07944,
11/09/2025 13:12:47.338,124.07944,
11/09/2025 13:12:47.339,124.07944,
11/09/2025 13:12:47.340,124.07944,
11/09/2025 13:12:47.341,126.30631,
11/09/2025 13:12:47.342,126.30631,
11/09/2025 13:12:47.343,126.30631,
11/09/2025 13:12:47.344,126.30631,
11/09/2025 13:12:47.345,128.5153,
11/09/2025 13:12:47.346,128.5153,
11/09/2025 13:12:47.347,128.5153,
11/09/2025 13:12:47.348,128.5153,
11/09/2025 13:12:47.349,130.7065,
11/09/2025 13:12:47.350,130.7065,
11/09/2025 13:12:47.351,130.7065,
11/09/2025 13:12:47.352,130.7065,
11/09/2025 13:12:47.353,132.8976,
11/09/2025 13:12:47.354,132.8976,
11/09/2025 13:12:47.355,132.8976,
11/09/2025 13:12:47.356,132.8976,
11/09/2025 13:12:47.357,135.1092,
11/09/2025 13:12:47.358,135.1092,
11/09/2025 13:12:47.359,135.1092,
11/09/2025 13:12:47.360,135.1092,
11/09/2025 13:12:47.361,137.3412,
11/09/2025 13:12:47.362,137.3412,
11/09/2025 13:12:47.363,137.3412,
11/09/2025 13:12:47.364,137.3412,
11/09/2025 13:12:47.365,139.5962,
11/09/2025 13:12:47.366,139.5962,
11/09/2025 13:12:47.367,139.5962,
11/09/2025 13:12:47.368,139.5962,
11/09/2025 13:12:47.369,141.8742,
11/09/2025 13:12:47.370,141.8742,
11/09/2025 13:12:47.371,141.8742,
11/09/2025 13:12:47.372,141.8742,
11/09/2025 13:12:47.373,144.1548,
11/09/2025 13:12:47.374,144.1548,
11/09/2025 13:12:47.375,144.1548,
11/09/2025 13:12:47.376,144.1548,
11/09/2025 13:12:47.377,146.4175,
11/09/2025 13:12:47.378,146.4175,
11/09/2025 13:12:47.379,146.4175,
11/09/2025 13:12:47.380,146.4175,
11/09/2025 13:12:47.381,148.6904,
11/09/2025 13:12:47.382,148.6904,
11/09/2025 13:12:47.383,148.6904,
11/09/2025 13:12:47.384,148.6904,
11/09/2025 13:12:47.385,150.9863,
11/09/2025 13:12:47.386,150.9863,
11/09/2025 13:12:47.387,150.9863,
11/09/2025 13:12:47.388,150.9863,
11/09/2025 13:12:47.389,153.3052,
11/09/2025 13:12:47.390,153.3052,
11/09/2025 13:12:47.391,153.3052,
11/09/2025 13:12:47.392,153.3052,
11/09/2025 13:12:47.393,155.6471,
11/09/2025 13:12:47.394,155.6471,
11/09/2025 13:12:47.395,155.6471,
11/09/2025 13:12:47.396,155.6471,
11/09/2025 13:12:47.397,158.012,
11/09/2025 13:12:47.398,158.012,
11/09/2025 13:12:47.399,158.012,
11/09/2025 13:12:47.400,158.012,
11/09/2025 13:12:47.401,160.3718,
11/09/2025 13:12:47.402,160.3718,
11/09/2025 13:12:47.403,160.3718,
11/09/2025 13:12:47.404,160.3718,
11/09/2025 13:12:47.405,162.7137,
11/09/2025 13:12:47.406,162.7137,
11/09/2025 13:12:47.407,162.7137,
11/09/2025 13:12:47.408,162.7137,
11/09/2025 13:12:47.409,165.0735,
11/09/2025 13:12:47.410,165.0735,
11/09/2025 13:12:47.411,165.0735,
11/09/2025 13:12:47.412,165.0735,
11/09/2025 13:12:47.413,167.4512,
11/09/2025 13:12:47.414,167.4512,
11/09/2025 13:12:47.415,167.4512,
11/09/2025 13:12:47.416,167.4512,
11/09/2025 13:12:47.417,169.8519,
11/09/2025 13:12:47.418,169.8519,
11/09/2025 13:12:47.419,169.8519,
11/09/2025 13:12:47.420,169.8519,
11/09/2025 13:12:47.421,172.2705,
11/09/2025 13:12:47.422,172.2705,
11/09/2025 13:12:47.423,172.2705,
11/09/2025 13:12:47.424,172.2705,
11/09/2025 13:12:47.425,174.7069,
11/09/2025 13:12:47.426,174.7069,
11/09/2025 13:12:47.427,174.7069,
11/09/2025 13:12:47.428,174.7069,
11/09/2025 13:12:47.429,177.1281,
11/09/2025 13:12:47.430,177.1281,
11/09/2025 13:12:47.431,177.1281,
11/09/2025 13:12:47.432,177.1281,
11/09/2025 13:12:47.433,179.5518,
11/09/2025 13:12:47.434,179.5518,
11/09/2025 13:12:47.435,179.5518,
11/09/2025 13:12:47.436,179.5518,
11/09/2025 13:12:47.437,182.0368,
11/09/2025 13:12:47.438,182.0368,
11/09/2025 13:12:47.439,182.0368,
11/09/2025 13:12:47.440,182.0368,
11/09/2025 13:12:47.441,184.5805,
11/09/2025 13:12:47.442,184.5805,
11/09/2025 13:12:47.443,184.5805,
11/09/2025 13:12:47.444,184.5805,
11/09/2025 13:12:47.445,187.1856,
11/09/2025 13:12:47.446,187.1856,
11/09/2025 13:12:47.447,187.1856,
11/09/2025 13:12:47.448,187.1856,
11/09/2025 13:12:47.449,189.852,
11/09/2025 13:12:47.450,189.852,
11/09/2025 13:12:47.451,189.852,
11/09/2025 13:12:47.452,189.852,
11/09/2025 13:12:47.453,192.5541,
11/09/2025 13:12:47.454,192.5541,
11/09/2025 13:12:47.455,192.5541,
11/09/2025 13:12:47.456,192.5541,
11/09/2025 13:12:47.457,195.2384,
11/09/2025 13:12:47.458,195.2384,
11/09/2025 13:12:47.459,195.2384,
11/09/2025 13:12:47.460,195.2384,
11/09/2025 13:12:47.461,197.8997,
11/09/2025 13:12:47.462,197.8997,
11/09/2025 13:12:47.463,197.8997,
11/09/2025 13:12:47.464,197.8997,
11/09/2025 13:12:47.465,200.5432,
11/09/2025 13:12:47.466,200.5432,
11/09/2025 13:12:47.467,200.5432,
11/09/2025 13:12:47.468,200.5432,
11/09/2025 13:12:47.469,203.1764,
11/09/2025 13:12:47.470,203.1764,
11/09/2025 13:12:47.471,203.1764,
11/09/2025 13:12:47.472,203.1764,
11/09/2025 13:12:47.473,205.8301,
11/09/2025 13:12:47.474,205.8301,
11/09/2025 13:12:47.475,205.8301,
11/09/2025 13:12:47.476,205.8301,
11/09/2025 13:12:47.477,208.5042,
11/09/2025 13:12:47.478,208.5042,
11/09/2025 13:12:47.479,208.5042,
11/09/2025 13:12:47.480,208.5042,
11/09/2025 13:12:47.481,211.1962,
11/09/2025 13:12:47.482,211.1962,
11/09/2025 13:12:47.483,211.1962,
11/09/2025 13:12:47.484,211.1962,
11/09/2025 13:12:47.485,213.9086,
11/09/2025 13:12:47.486,213.9086,
11/09/2025 13:12:47.487,213.9086,
11/09/2025 13:12:47.488,213.9086,
11/09/2025 13:12:47.489,216.6288,
11/09/2025 13:12:47.490,216.6288,
11/09/2025 13:12:47.491,216.6288,
11/09/2025 13:12:47.492,216.6288,
11/09/2025 13:12:47.493,219.3285,
11/09/2025 13:12:47.494,219.3285,
11/09/2025 13:12:47.495,219.3285,
11/09/2025 13:12:47.496,219.3285,
11/09/2025 13:12:47.497,222.0307,
11/09/2025 13:12:47.498,222.0307,
11/09/2025 13:12:47.499,222.0307,
11/09/2025 13:12:47.500,222.0307,
11/09/2025 13:12:47.501,224.7509,
11/09/2025 13:12:47.502,224.7509,
11/09/2025 13:12:47.503,224.7509,
11/09/2025 13:12:47.504,224.7509,
11/09/2025 13:12:47.505,227.4864,
11/09/2025 13:12:47.506,227.4864,
11/09/2025 13:12:47.507,227.4864,
11/09/2025 13:12:47.508,227.4864,
11/09/2025 13:12:47.509,230.2423,
11/09/2025 13:12:47.510,230.2423,
11/09/2025 13:12:47.511,230.2423,
11/09/2025 13:12:47.512,230.2423,
11/09/2025 13:12:47.513,233.0136,
11/09/2025 13:12:47.514,233.0136,
11/09/2025 13:12:47.515,233.0136,
11/09/2025 13:12:47.516,233.0136,
11/09/2025 13:12:47.517,235.7798,
11/09/2025 13:12:47.518,235.7798,
11/09/2025 13:12:47.519,235.7798,
11/09/2025 13:12:47.520,235.7798,
11/09/2025 13:12:47.521,238.523,
11/09/2025 13:12:47.522,238.523,
11/09/2025 13:12:47.523,238.523,
11/09/2025 13:12:47.524,238.523,
11/09/2025 13:12:47.525,241.2815,
11/09/2025 13:12:47.526,241.2815,
11/09/2025 13:12:47.527,241.2815,
11/09/2025 13:12:47.528,241.2815,
11/09/2025 13:12:47.529,244.058,
11/09/2025 13:12:47.530,244.058,
11/09/2025 13:12:47.531,244.058,
11/09/2025 13:12:47.532,244.058,
11/09/2025 13:12:47.533,246.8523,
11/09/2025 13:12:47.534,246.8523,
11/09/2025 13:12:47.535,246.8523,
11/09/2025 13:12:47.536,246.8523,
11/09/2025 13:12:47.537,249.6671,
11/09/2025 13:12:47.538,249.6671,
11/09/2025 13:12:47.539,249.6671,
11/09/2025 13:12:47.540,249.6671,
11/09/2025 13:12:47.541,252.4997,
11/09/2025 13:12:47.542,252.4997,
11/09/2025 13:12:47.543,252.4997,
11/09/2025 13:12:47.544,252.4997,
11/09/2025 13:12:47.545,255.3145,
11/09/2025 13:12:47.546,255.3145,
11/09/2025 13:12:47.547,255.3145,
11/09/2025 13:12:47.548,255.3145,
11/09/2025 13:12:47.549,258.114,
11/09/2025 13:12:47.550,258.114,
11/09/2025 13:12:47.551,258.114,
11/09/2025 13:12:47.552,258.114,
11/09/2025 13:12:47.553,260.9314,
11/09/2025 13:12:47.554,260.9314,
11/09/2025 13:12:47.555,260.9314,
11/09/2025 13:12:47.556,260.9314,
11/09/2025 13:12:47.557,263.7692,
11/09/2025 13:12:47.558,263.7692,
11/09/2025 13:12:47.559,263.7692,
11/09/2025 13:12:47.560,263.7692,
11/09/2025 13:12:47.561,266.6224,
11/09/2025 13:12:47.562,266.6224,
11/09/2025 13:12:47.563,266.6224,
11/09/2025 13:12:47.564,266.6224,
11/09/2025 13:12:47.565,269.4934,
11/09/2025 13:12:47.566,269.4934,
11/09/2025 13:12:47.567,269.4934,
11/09/2025 13:12:47.568,269.4934,
11/09/2025 13:12:47.569,272.3747,
11/09/2025 13:12:47.570,272.3747,
11/09/2025 13:12:47.571,272.3747,
11/09/2025 13:12:47.572,272.3747,
11/09/2025 13:12:47.573,275.2355,
11/09/2025 13:12:47.574,275.2355,
11/09/2025 13:12:47.575,275.2355,
11/09/2025 13:12:47.576,275.2355,
11/09/2025 13:12:47.577,278.0734,
11/09/2025 13:12:47.578,278.0734,
11/09/2025 13:12:47.579,278.0734,
11/09/2025 13:12:47.580,278.0734,
11/09/2025 13:12:47.581,280.8883,
11/09/2025 13:12:47.582,280.8883,
11/09/2025 13:12:47.583,280.8883,
11/09/2025 13:12:47.584,280.8883,
11/09/2025 13:12:47.585,283.6981,
11/09/2025 13:12:47.586,283.6981,
11/09/2025 13:12:47.587,283.6981,
11/09/2025 13:12:47.588,283.6981,
11/09/2025 13:12:47.589,286.5641,
11/09/2025 13:12:47.590,286.5641,
11/09/2025 13:12:47.591,286.5641,
11/09/2025 13:12:47.592,286.5641,
11/09/2025 13:12:47.593,289.4864,
11/09/2025 13:12:47.594,289.4864,
11/09/2025 13:12:47.595,289.4864,
11/09/2025 13:12:47.596,289.4864,
11/09/2025 13:12:47.597,292.4674,
