Datetime,Upstream,Downstream,Body,Actuator,Hyperbaric,Backseat,Spring Chamber,Primary Stem Seal,Secondary Stem Seal,Relief Port,BX Port,Flow Meter,Spare,Mass Spectrometer,LVDT,Torque,Number Of Turns,Motor Speed,Ambient Temperature,Body Temperature,Monitor Temperature,Chamber Temperature,Hyperbaric Water Temperature,Close,Open,Cycle Count, 
8/9/2025 9:9:43.657,0.6612864,-1.021171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9972,0.0,1.4336E-14,3.4304E-05,0.3654824,0.002777778,-2.0,22.8,19.8,19.1,1372.0,32.8,FALSE,FALSE,1
8/9/2025 9:9:44.657,0.6975923,-0.8418816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,0.0,1.3952E-14,6.8352E-05,-0.1609346,0.03611111,-2.0,22.8,19.8,19.1,1372.0,32.8,FALSE,FALSE,1
8/9/2025 9:9:45.657,0.7196352,-1.03936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,0.0,1.4079999E-14,8.243199E-05,-0.2660577,0.06944445,-2.0,22.8,19.8,19.1,1372.0,32.8,FALSE,FALSE,1
8/9/2025 9:9:46.657,0.619794,-0.805504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9877,0.0,1.3952E-14,7.5776E-05,-0.4381158,0.10277778,-2.0,22.8,19.8,19.1,1372.0,32.8,FALSE,FALSE,1
8/9/2025 9:9:47.657,0.6444301,-0.9068416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,0.0,1.3312001E-14,4.9408E-05,-2.007644,0.1361111,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
8/9/2025 9:9:48.657,0.680736,-0.8003072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9834,0.0,1.4208E-14,7.5008E-05,-4.41688,0.1694444,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
8/9/2025 9:9:49.657,0.7209319,-1.013376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9661,0.0,1.3824E-14,4.3008E-05,-0.3012246,0.2027778,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
8/9/2025 9:9:50.657,0.6573965,-0.9536128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,0.0,1.4208E-14,7.04E-05,-0.24897,0.2361111,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
8/9/2025 9:9:51.657,0.6431335,-0.9744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9949,0.0,1.4336E-14,4.6848E-05,-0.2868272,0.2694444,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
8/9/2025 9:9:52.657,0.680736,-0.9769984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9968,0.0,1.4848E-14,2.8928E-05,-0.3216166,0.3027778,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
8/9/2025 9:9:53.657,0.6431335,-1.075738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,0.0,1.4848E-14,7.04E-05,-0.2249431,0.3361111,-2.0,22.9,19.8,19.1,1372.0,32.9,FALSE,FALSE,1
