Datetime,Upstream,Downstream,Body,Actuator,Hyperbaric,Backseat,Spring Chamber,Primary Stem Seal,Secondary Stem Seal,Relief Port,BX Port,Spare,Flow Meter,Mass Spectrometer,LVDT,Torque,Number Of Turns,Motor Speed,Ambient Temperature,Body Temperature,Monitor Temperature,Chamber Temperature,Hyperbaric Water Temperature,Close,Open,Cycle Count, 
22/8/2025 11:47:36.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.988,0.0,3.7888E-05,-0.001274504,0.0,0.0,21.1,21.3,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:37.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9877,0.0,1.7408E-05,-0.0012273,0.0,0.0,21.0,21.4,1372.0,1372.0,31.0,TRUE,FALSE,1
22/8/2025 11:47:38.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9889,0.0,1.6384E-05,-0.001604931,0.0,0.0,21.0,21.4,1372.0,1372.0,31.0,TRUE,FALSE,1
22/8/2025 11:47:39.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.989,0.0,0.0,-0.001557727,0.0,0.0,21.1,21.4,1372.0,1372.0,31.1,TRUE,FALSE,1
22/8/2025 11:47:40.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9889,0.0,0.0,-0.001510523,0.0,0.0,21.1,21.4,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:41.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9888,0.0,0.0,-0.001510523,0.0,0.0,21.1,21.5,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:42.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9889,0.0,0.0,-0.001699338,0.0,0.0,21.1,21.4,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:43.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.989,0.0,0.0,-0.001368911,0.0,0.0,21.1,21.5,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:44.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9884,0.0,0.0,-0.001652135,0.0,0.0,21.1,21.5,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:45.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9884,0.0,0.0,-0.001510523,0.0,0.0,21.1,21.5,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:46.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9891,0.0,0.0,-0.001510523,0.0,0.0,21.1,21.5,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:47.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.988,0.0,0.0,-0.001416115,0.0,0.0,21.1,21.4,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:48.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9882,0.0,0.0,-0.001652135,0.0,0.0,21.1,21.4,1372.0,1372.0,31.1,FALSE,FALSE,1
22/8/2025 11:47:49.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.9889,0.0,0.0,-0.001746542,0.0,0.0,21.1,21.3,1372.0,1372.0,31.1,FALSE,FALSE,1
